OBJECTID,Base BBL,BIN,Construction Year,DOITT ID,Feature Code,Geometry Source,Ground Elevation,Height Roof,LAST_EDITED_DATE,LAST_STATUS_TYPE,Map Pluto BBL,Name,Area,Length,Lease_Category
409594,4097640001,4565912,1931.0,380947,2100,Photogrammetric,55.0,40.1,10/8/2013 12:00:00 AM,Constructed,4097640001,,1269.234375,160.551580986507,LEASED
412447,1013730001,1089348,1975.0,275612,2100,Photogrammetric,18.0,165.61,8/22/2017 6:53:07 PM,Constructed,1013730001,,2955.19921875,314.582659638949,MIXED
412769,3009990046,3021911,1925.0,589058,2100,Photogrammetric,76.0,44.15,8/22/2017 3:52:21 PM,Constructed,3009990046,,600.76953125,107.310524003726,LEASED
416997,1007790075,1014306,1924.0,227346,2100,Photogrammetric,30.0,127.67,8/22/2017 5:46:37 PM,Constructed,1007790075,,1342.03125,147.146864120169,LEASED
419715,2032460076,2096889,1961.0,752956,2100,Photogrammetric,128.0,23.55,8/22/2017 6:53:08 PM,Constructed,2032460076,,296.76953125,78.2945959781286,LEASED
419917,4040310001,4437947,1942.0,411624,2100,Photogrammetric,12.0,22.29,7/21/2014 12:00:00 AM,Constructed,4040310001,,404.0703125,84.1788817571783,LEASED
419979,3085910075,3397811,1930.0,771940,2100,Photogrammetric,13.0,30.37161672,6/20/2014 12:00:00 AM,Constructed,3085910075,,942.19140625,123.036128907332,LEASED
421748,3044520200,3343601,1975.0,387129,2100,Photogrammetric,17.0,151.48,8/22/2017 3:35:28 PM,Constructed,3044520200,,1612.94921875,273.724208690312,LEASED
425115,4163300060,4540271,1900.0,442510,2100,Photogrammetric,10.0,22.23134828,9/19/2013 12:00:00 AM,Constructed,4163300060,,682.3671875,130.490002224294,LEASED
426204,4002820001,4003540,1920.0,850577,2100,Photogrammetric,16.0,174.89,8/22/2017 7:14:22 PM,Constructed,4002820001,,18216.8984375,619.871930422973,LEASED
427925,1018860001,1082165,1912.0,913176,2100,Photogrammetric,130.0,121.86900737,8/22/2017 7:14:00 PM,Constructed,1018860001,Butler Library,7069.41015625,345.821085281525,LEASED
